MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,TYPE_AUDIT_DESC,PART_DESC,DEF_DESC,Cluster,REMARKS_Column1_Similarity
RWD,Serie,5-May-23,Right side interior upper B-Pillar trim is scratched.,1,TR4ST7,CPA,"Trim, upper, B-pillar, right",Kratzer,Lower inside right B-pillar trim scratched.,0.8
RWD,Serie,25-Apr-23,Scratch on front left side mirror housing.,1,FDPA1,CPA,"Housing, outside mirror, left",Kratzer,Scratches on front left side mirror housing.,0.98
RWD,Serie,2-Jun-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,4-May-23,Left side front wheel has a scratched rim.,1,SLAST1,CPA,"Front wheel, left",Kratzer,Rear right rim scratched.,0.78
RWD,Serie,4-May-23,Scratch on rear left rim.,1,SLAST1,CPA,"Rear wheel, left",Kratzer,Rear right rim scratched.,0.87
RWD,Serie,4-May-23,Rear bumper scratched.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.87
RWD,Serie,14-Jun-23,Instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,20-May-23,Front left seat base scratched.,1,TR2ST4,CPA,"Seat base, front seat, left",Kratzer,Top of front left seat base scratched.,0.87
RWD,Serie,13-Jun-23,Scratch on right sliding door protective strip.,1,SDPA,CPA,"Protective strip, sliding door, right",Kratzer,Protective strip on front left door scratched.,0.78
RWD,Serie,18-May-23,Bottom front right door frame scratched.,1,FDPA3,CPA,"Front door, right, inside",Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,3-May-23,Front left transition molding scratched.,1,CHAST8,CPA,"Cover, entrance, front door, left",Kratzer,Front right transition molding scratched.,0.91
RWD,Serie,12-Jun-23,Instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,31-May-23,Scratches on front right rim.,1,SLAST1,CPA,"Front wheel, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,31-May-23,Front bumper scratched on right side at fender.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.77
RWD,Serie,31-May-23,Scratches on right outside mirror housing.,1,FDPA1,CPA,"Housing, outside mirror, right",Kratzer,Scratch on right outside mirror housing.,0.98
RWD,Serie,31-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,3-May-23,Front left tire rim scratched.,1,SLAST1,CPA,"Front wheel, left",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,3-May-23,Long scratch on bottom right partition wall.,1,OPTST1,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.78
RWD,Serie,10-Jun-23,Scratches on lower passenger door hinge.,1,TR4ST9,CPA,"Hinge, lower, front door, right",Kratzer,Lower left front door hinge scratched.,0.81
RWD,Serie,10-Jun-23,Scratches on instrument panel near center storage flap.,1,PACST4,CPA,Instrument panel,Kratzer,Instrument panel scratched on the driver side near stowage flap.,0.8
RWD,Serie,30-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,16-May-23,Left side B-pillar scratched below the door striker.,1,TR4ST8,CPA,"B-pillar, left",Kratzer,Front right B-pillar scratched near striker.,0.75
RWD,Serie,3-May-23,Interior roof is scratched by motion sensor.,1,TR3ST6,CPA,High roof,Kratzer,Interior roof bow is scratched by the motion sensor.,0.91
RWD,Serie,10-Jun-23,Front right door step entrance cover scratched.,1,TR4ST6,CPA,"Entrance, front door, right",Kratzer,Front right door entrance step scratched.,0.91
RWD,Serie,26-May-23,Front left side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,2-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,9-Jun-23,Front right rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, front, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,9-Jun-23,Scratches on right outside mirror housing.,1,FDPA1,CPA,"Housing, outside mirror, right",Kratzer,Scratch on right outside mirror housing.,0.98
RWD,Serie,13-May-23,Scratch on inner left B-Pillar near lock striker.,1,TR4ST8,CPA,"B-pillar, left, inner",Kratzer,Front right B-pillar scratched near striker.,0.8
RWD,Serie,1-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,12-May-23,Sliding door entrance step scratched.,1,TR2ST6,CPA,"Cover, entrance, front, sliding door, right",Kratzer,Scratch on sliding door entrance step.,0.95
RWD,Serie,12-May-23,Sliding door protective strip is scratched.,1,SDPA,CPA,"Protective strip, sliding door, right",Kratzer,Protective strip on front left door scratched.,0.78
RWD,Serie,12-May-23,Front right door protective strip scratched.,1,FDPA2,CPA,"Protective strip, front door, right",Kratzer,Protective strip on front left door scratched.,0.87
RWD,Serie,12-May-23,Rear inside right sidewall panel scratched.,1,TR3ST1,CPA,"Panel, sidewall, right",Kratzer,Scratches on lower rear inside left door panel.,0.76
RWD,Serie,29-Apr-23,Scratch on front side of partition wall behind the passenger seat.,1,TR3ST6,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.78
RWD,Serie,25-May-23,Scratch on lower front right door hinge.,1,TR4ST9,CPA,"Hinge, lower, front door, right",Kratzer,Lower left front door hinge scratched.,0.89
RWD,Serie,29-Apr-23,Scratch on outside left B-pillar below protective strip.,1,,CPA,"B-pillar, left",Kratzer,Scratches on left B-pillar below protective strip.,0.9
RWD,Serie,29-Apr-23,Right side protective strip at front fender scratched.,1,TR2ST3,CPA,"Protective strip, wheel arch, front, right",Kratzer,Protective strip on front left door scratched.,0.84
RWD,Serie,7-Jun-23,Scratches on top right side of radiator grille.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.92
RWD,Serie,11-May-23,Rear bumper scratched.,1,TR4ST6,CPA,"Cover, bumper rear lower",Kratzer,Left side of rear bumper step scratched.,0.87
RWD,Serie,7-Jun-23,Scratch on lower right B-pillar near front right door.,1,TR4ST9,CPA,"B-pillar, right",Kratzer,Lower inside right B-pillar trim scratched.,0.76
RWD,Serie,7-Jun-23,Upper inside right B-pillar trim scratched.,1,TR4ST7,CPA,"Trim, B-pillar right",Kratzer,Lower inside right B-pillar trim scratched.,0.8
RWD,Serie,7-Jun-23,Small scratch on rear left taillight.,1,TR3ST4,CPA,Taillamp left,Kratzer,Scratches on the rear left taillight.,0.85
RWD,Serie,7-Jun-23,Scratches on top right side of radiator grille.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.92
RWD,Serie,7-Jun-23,Scratch on front side of passenger seat frame.,1,TR4ST8,CPA,"Seat frame, front seat, right",Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,24-May-23,Scratch on passenger side entrance.,1,TR4ST6,CPA,"Entrance, front door, right",Kratzer,Scratches on passenger door entrance step.,0.76
RWD,Serie,24-May-23,Scratch on left side of instrument panel below steering wheel.,1,PACST3,CPA,Instrument panel,Kratzer,Left side of instrument panel scratched below steering wheel.,0.97
RWD,Serie,28-Apr-23,Front left inner door frame scratched.,1,TR4ST9,CPA,Door frame,Kratzer,Scratches on front right seat frame panel.,0.78
RWD,Serie,28-Apr-23,Rear inside right D-pillar trim scratched at the top.,1,TR4ST7,CPA,"Trim, D-pillar",Kratzer,Rear right rim scratched.,0.75
RWD,Serie,6-Jun-23,Right side of cockpit overhead console scratched.,1,TR3ST6,CPA,"Interior lamp/overhead control panel, front",Kratzer,Cockpit overhead console scratched.,0.92
RWD,Serie,10-May-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,22-May-23,Scratch on rear inside right grab handle.,1,TR4ST7,CPA,"Grab handle, entrance, rear-end door, right",Kratzer,Scratches on front right seat frame panel.,0.75
RWD,Serie,26-Apr-23,Glass housing is scratched on left side of the instrument cluster.,1,PACST2,CPA,Instrument cluster housing/glass,Kratzer,Front left instrument cluster scratched near housing glass.,0.79
RWD,Serie,26-Apr-23,Scratch on corner of  inside rear left lower door trim.,1,TR1ST8,CPA,"Door trim, rear-end door, left, lower",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,5-Jun-23,Minor scratch on rear right taillight.,1,TR3ST4,CPA,Taillamp right,Kratzer,Scratches on the rear left taillight.,0.83
RWD,Serie,5-Jun-23,Front right side of  instrument cluster scratched near housing glass.,1,PACST2,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.95
RWD,Serie,20-May-23,Left side of lower section of instrument panel scratched below the steering wheel.,1,PACST4,CPA,"Lower section, instrument panel",Kratzer,Left side of instrument panel scratched below steering wheel.,0.84
RWD,Serie,9-Sep-22,Rear of inside right sliding door scratched.,1,TR3ST2,CPA,"Sliding door, right, inner",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,27-Oct-22,Scratch on right side rear bumper end piece.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Scratch on left rear bumper end piece.,0.93
RWD,Serie,10-Oct-22,Scratches on left side of rear bumper.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,10-Oct-22,Scratches on left side inner D-pillar trim.,1,TR4ST7,CPA,"Trim, D-pillar",Kratzer,Rear right rim scratched.,0.75
RWD,Serie,23-Sep-22,Left side B-pillar scratched by door striker.,1,FINST1,CPA,"B-pillar, left",Kratzer,Inside front right B-pillar scratched by door striker.,0.88
RWD,Serie,23-Sep-22,Scratches on right sidewall near sliding door guide rail.,1,TR2ST1,CPA,"Sidewall, right",Kratzer,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.76
RWD,Serie,23-Sep-22,Scratches on rear right rim.,1,SLAST1,CPA,"Rear wheel, right",Kratzer,Rear right rim scratched.,0.95
RWD,Serie,23-Sep-22,Rear right tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, rear, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,8-Sep-22,Top rear inside right door scratched.,1,TR1ST6,CPA,"Rear-end door, right",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,8-Sep-22,Multiple scratches on radiator grille.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.87
RWD,Serie,8-Sep-22,Left side rear bumper end piece is scratched.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Scratch on left rear bumper end piece.,0.89
RWD,Serie,23-Sep-22,Front left transition molding scratched around screw.,1,CHAST8,CPA,"Cover, entrance, front door, left",Kratzer,Front right transition molding scratched.,0.83
RWD,Serie,9-Nov-22,Front left side mirror housing is scratched.,1,FDPA3,CPA,"Housing, outside mirror, left",Kratzer,Scratches on front left side mirror housing.,0.87
RWD,Serie,9-Nov-22,Scratches on driver door panel.,1,FDPA3,CPA,"Trim piece, door panel, front door, left",Kratzer,Scratch on driver door panel.,0.97
RWD,Serie,20-Oct-22,Right side of radiator grill scratched.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.92
RWD,Serie,20-Oct-22,Lower right front door hinge scratched.,1,TR4ST9,CPA,"Hinge, lower, front door, right",Kratzer,Lower left front door hinge scratched.,0.89
RWD,Serie,21-Sep-22,Scratch on left side front bumper.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,8-Nov-22,Top of rear inside right door frame scratched.,1,TR1ST6,CPA,"Rear-end door, right, inside",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,19-Oct-22,Front right tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, front, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,19-Oct-22,Front left transition molding scratched.,1,CHAST8,CPA,"Cover, entrance, front door, left",Kratzer,Front right transition molding scratched.,0.91
RWD,Serie,29-Sep-22,Scratch on top inner rear right door.,1,TR1ST6,CPA,"Rear-end door, right, inside",Kratzer,Scratches on lower rear inside left door panel.,0.77
RWD,Serie,29-Sep-22,Scratches on rear right rim.,1,SLAST1,CPA,"Rear wheel, right",Kratzer,Rear right rim scratched.,0.95
RWD,Serie,19-Sep-22,Minor scratch on right side of rear bumper.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.81
RWD,Serie,19-Sep-22,Scratches on hand brake lever.,1,TR3ST3,CPA,"Cover, hand brake lever",Kratzer,Scratch on hand brake lever.,0.98
RWD,Serie,28-Sep-22,Scratches on Rear of passenger seat box.,1,TR3ST7,CPA,"Seat base, front seat, right",Kratzer,Scratches on top rear of passenger seat box.,0.92
RWD,Serie,28-Sep-22,Scratches on right side of radiator grille.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.92
RWD,Serie,15-Oct-22,Scratch on top inner rear right door.,1,TR1ST6,CPA,"Rear-end door, right, inside",Kratzer,Scratches on lower rear inside left door panel.,0.77
RWD,Serie,14-Oct-22,Scratch on left side of radio.,1,PACST4,CPA,Radio,Kratzer,Scratch on left side of radio trim.,0.88
RWD,Serie,2-Nov-22,Scratches on left side of front bumper.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,14-Oct-22,Front right tire rim scratched.,1,SLAST1,CPA,"Disk wheel, steel, front, right",Kratzer,Rear right rim scratched.,0.84
RWD,Serie,14-Oct-22,Rear left door scratched near inner door handle.,1,TR1ST6,CPA,"Rear-end door, left",Kratzer,Left rear door scratched by door handle.,0.77
RWD,Serie,27-Sep-22,Front right door protective strip scratched.,1,FDPA3,CPA,"Protective strip, front door, right",Kratzer,Protective strip on front left door scratched.,0.87
RWD,Serie,27-Sep-22,Front left seat guide rail scratched.,1,TR4ST8,CPA,"Guide rail, front seat, left",Kratzer,Multiple scratches on front left seat guide rail.,0.9
RWD,Serie,27-Sep-22,Multiple scratches on left side of rear bumper.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,27-Sep-22,Minor scratch on right side of rear bumper.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.81
RWD,Serie,14-Sep-22,Scratch on upper and lower passenger door hinge.,1,TR4ST9,CPA,"Hinge, upper, front door, right",Kratzer,Lower left front door hinge scratched.,0.81
RWD,Serie,28-Oct-22,Front right side mirror cover scratched.,1,FDPA1,CPA,"Outside mirror, right",Kratzer,Front of left side mirror scratched.,0.78
RWD,Serie,26-Sep-22,Scratches on right side of instrument panel at storage compartment.,1,PACST4,CPA,Instrument panel,Kratzer,Small scratch on right side of instrument panel below storage compartment.,0.77
RWD,Serie,26-Sep-22,Scratch on top of sliding door entrance.,1,TR2ST2,CPA,"Sliding door entrance, right",Kratzer,Scratch on sliding door entrance step.,0.82
RWD,Serie,28-Oct-22,Rear right taillight scratched.,1,TR3ST4,CPA,Taillamp right,Kratzer,Scratches on the rear left taillight.,0.85
RWD,Serie,28-Oct-22,Rear left taillight is scratched.,1,TR3ST4,CPA,Taillamp left,Kratzer,Scratches on the rear left taillight.,0.8
RWD,Serie,28-Oct-22,Minor scratch on rear bumper step.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.79
RWD,Serie,24-Sep-22,Scratches on right side of radiator grille.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.92
RWD,Serie,12-Sep-22,Scratch on lower left inner B-pillar.,1,TR4ST9,CPA,"B-pillar, left, inner",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,12-Sep-22,Scratch on top inner rear right door.,1,TR1ST6,CPA,"Rear-end door, right, inside",Kratzer,Scratches on lower rear inside left door panel.,0.77
RWD,Serie,12-Sep-22,Scratches on cargo area floor.,1,TR1ST3,CPA,Cargo area floor,Kratzer,Scratches on the right side cargo area floor.,0.88
RWD,Serie,27-Oct-22,Rear inside right door scratched.,1,TR1ST6,CPA,"Rear-end door, right",Kratzer,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,10-Oct-22,Front left seat guide rail scratched.,1,TR4ST8,CPA,"Guide rail, front seat, left",Kratzer,Multiple scratches on front left seat guide rail.,0.9
RWD,Serie,4-Feb-23,Scratches on the exterior lower sliding door.,1,TR3ST2,CPA,"Sliding door, right",Kratzer,Dent in on the lower exterior sliding door.,0.75
RWD,Serie,13-Dec-22,Right side upper rear door panel is scratched.,1,TR4ST8,CPA,"Door trim, rear-end door, right, upper",Kratzer,Left side of rear bumper step scratched.,0.81
RWD,Serie,13-Dec-22,Front left instrument cluster scratched on the right side near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.92
RWD,Serie,12-Dec-22,Lower right front door hinge scratched.,1,TR4ST9,CPA,"Hinge, lower, front door, right",Kratzer,Lower left front door hinge scratched.,0.89
RWD,Serie,10-Dec-22,Scratches on front cup holder.,1,PACST3,CPA,"Cup holder, front",Kratzer,Scratches on the left front cup holder.,0.92
RWD,Serie,15-Nov-22,Small scratch on left side of front bumper below grill trim.,1,CHAST6,CPA,Front bumper,Kratzer,Small scratch on left side of front bumper.,0.77
RWD,Serie,15-Nov-22,Outer left B-pillar scratched.,1,,CPA,"B-pillar, left",Kratzer,Center of outer left B-pillar scratched.,0.86
RWD,Serie,15-Nov-22,Top right side of grill scratched.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on left side of radiator grill.,0.84
RWD,Serie,15-Nov-22,Scratches on inside front right seat frame.,1,TR4ST8,CPA,"Front seat, right",Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,15-Nov-22,Scratches on hand brake lever.,1,TR3ST3,CPA,"Cover, hand brake lever",Kratzer,Scratch on hand brake lever.,0.98
RWD,Serie,3-Feb-23,Front left door trim cover is scratched.,1,TR3ST3,CPA,"Cover, door trim, front door, left",Kratzer,Rear right rim scratched.,0.79
RWD,Serie,3-Feb-23,Scratch on inner left B-Pillar near door striker.,1,TR4ST9,CPA,"B-pillar, left",Kratzer,Front right B-pillar scratched near striker.,0.8
RWD,Serie,3-Feb-23,Scratches on the sliding door entrance step.,1,TR2ST6,CPA,"Sliding door, right",Kratzer,Scratch on sliding door entrance step.,0.94
RWD,Serie,8-Dec-22,Scratches on outside of sidewall near sliding door.,1,SLAST3,CPA,"C-pillar, right",Kratzer,Scratches on outside of sidewall at C-pillar near sliding door.,0.86
RWD,Serie,8-Dec-22,Scratches on front cup holder.,1,PACST3,CPA,"Cup holder, front",Kratzer,Scratches on the left front cup holder.,0.92
RWD,Serie,22-Feb-23,Scratch on left side partition wall in cargo area.,1,TR3ST6,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.77
RWD,Serie,22-Feb-23,Left side of rear bumper scratched.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,7-Dec-22,Scratches on left side inner D-pillar trim.,1,TR4ST7,CPA,"Trim, D-pillar",Kratzer,Rear right rim scratched.,0.75
RWD,Serie,7-Dec-22,Front left instrument panel scratched near housing glass.,1,PACST3,CPA,Instrument panel,Kratzer,Front left instrument cluster scratched near housing glass.,0.82
RWD,Serie,7-Dec-22,Paint chip on top rear of driver seat box.,1,TR4ST8,CPA,"Seat base, front seat, left",Kratzer,Paint chip on front side of driver seat box.,0.79
RWD,Serie,7-Dec-22,Lower right front door hinge scratched.,1,TR4ST9,CPA,"Hinge, lower, front door, right",Kratzer,Lower left front door hinge scratched.,0.89
RWD,Serie,6-Dec-22,Front left side mirror housing is scratched.,1,FDPA1,CPA,"Housing, outside mirror, left",Kratzer,Scratches on front left side mirror housing.,0.87
RWD,Serie,6-Dec-22,Scratch on partition wall.,1,TR3ST6,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.85
RWD,Serie,5-Dec-22,Scratches on top inner rear right door.,1,TR1ST6,CPA,"Rear-end door, right, inside",Kratzer,Scratches on lower rear inside left door panel.,0.77
RWD,Serie,5-Dec-22,Scratches on sliding door entrance.,1,TR2ST6,CPA,"Sliding door entrance, right",Kratzer,Scratch on sliding door entrance step.,0.82
RWD,Serie,3-Feb-23,Top of right front fender scratched.,1,FINST1,CPA,"Fender, front, right",Kratzer,Left side of rear bumper step scratched.,0.75
RWD,Serie,2-Feb-23,Scratch on inner left B-Pillar near door striker.,1,TR4ST9,CPA,"B-pillar, left",Kratzer,Front right B-pillar scratched near striker.,0.8
RWD,Serie,3-Dec-22,Front inside right door frame scratched.,1,TR4ST9,CPA,"Front door, right, inside",Kratzer,Scratches on front right seat frame panel.,0.81
RWD,Serie,1-Feb-23,Multiple scratches on left side of partition wall.,1,TR3ST6,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.79
RWD,Serie,1-Feb-23,Scratch on front right storage tray lid.,1,PACST4,CPA,Storage tray flap,Kratzer,Scratch on front left storage tray lid.,0.94
RWD,Serie,1-Dec-22,Small scratches on left side of rear bumper.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Small scratch on left side of front bumper.,0.84
RWD,Serie,6-Mar-23,Scratches on left side of rear bumper.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,6-Mar-23,Front bumper scratched on left side.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,6-Mar-23,Scratchces on inner right B-pillar.,1,TR4ST7,CPA,"Trim, B-pillar right",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,4-Mar-23,Scratch on rear right hubcap.,1,SLAST1,CPA,"Hubcap, disk wheel",Kratzer,Scratches on rear left hubcap.,0.88
RWD,Serie,31-Jan-23,Scratches on bottom right side of front bumper.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,30-Nov-22,Scratch on right side of front bumper.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,30-Nov-22,Fuel door scratched on the edge at B-pillar.,1,TR2ST1,CPA,Fuel filler flap,Kratzer,Inner fuel door scratched at the edge.,0.76
RWD,Serie,3-Mar-23,Scratch on front side of partition wall.,1,TR3ST6,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.85
RWD,Serie,3-Mar-23,Scratch on right side exterior sliding door.,1,TR3ST2,CPA,"Sliding door, right",Kratzer,inside of sliding door is scratched.,0.76
RWD,Serie,31-Jan-23,Scratches on air filter box.,1,SLAST2,CPA,"Holder, air filter",Kratzer,Scratch on air filter box.,0.98
RWD,Serie,3-Mar-23,Instrument panel scratched at top in center.,1,PACST4,CPA,Instrument panel,Kratzer,Center of instrument panel scratched.,0.77
RWD,Serie,3-Mar-23,Right side airbag cover scratched.,1,TR3ST6,CPA,"Cover, SRS, airbag, right, headliner",Kratzer,Right side window airbag cover is scratched.,0.83
RWD,Serie,27-Jan-23,Scratch on left side of radio.,1,PACST4,CPA,Radio,Kratzer,Scratch on left side of radio trim.,0.88
RWD,Serie,26-Jan-23,Scratchces on inner right B-pillar.,1,TR4ST7,CPA,"B-pillar, right, inner",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,26-Jan-23,Scratches on left side of rear bumper.,1,TR4ST6,CPA,Bumper end piece,Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,23-Nov-22,Back guide rail for front left seat scratched.,1,TR4ST8,CPA,"Guide rail, front seat, left",Kratzer,Multiple scratches on front left seat guide rail.,0.83
RWD,Serie,22-Nov-22,Scratch on bottom left side front bumper.,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,25-Jan-23,Scratches on top of instrument panel in the center.,1,PACST4,CPA,Instrument panel,Kratzer,Center of instrument panel scratched.,0.82
RWD,Serie,1-Mar-23,Rear inside left door scratched near striker.,1,FINST1,CPA,"Rear-end door, left, inside",Kratzer,Front right B-pillar scratched near striker.,0.76
RWD,Serie,1-Mar-23,front bumper scratched,1,CHAST6,CPA,Front bumper,Kratzer,Left side of rear bumper step scratched.,0.83
RWD,Serie,13-Feb-23,Left side of rear bumper scratched.,1,TR4ST6,CPA,"Plastic trim, rear bumper",Kratzer,Left side of rear bumper step scratched.,0.88
RWD,Serie,25-Jan-23,Front right fender protective strip scratched.,1,TR2ST3,CPA,"Protective strip, wheel arch, front, right",Kratzer,Protective strip on front left door scratched.,0.84
RWD,Serie,24-Jan-23,Front right center door entrance trim scratched.,1,TR3ST3,CPA,"Cover, door trim, front door, right",Kratzer,Front right door entrance trim scratched.,0.91
RWD,Serie,1-Mar-23,Scratch on lower left inner B-pillar.,1,TR4ST7,CPA,"B-pillar, left, inner",Kratzer,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,23-Jan-23,Scratches on left side inner D-pillar trim.,1,TR4ST7,CPA,"Trim, D-pillar",Kratzer,Rear right rim scratched.,0.75
RWD,Serie,23-Jan-23,Scratch on front right storage tray lid.,1,PACST4,CPA,Storage tray flap,Kratzer,Scratch on front left storage tray lid.,0.94
RWD,Serie,21-Nov-22,Scratches on radiator grille above emblem.,1,CHAST6,CPA,Radiator grille,Kratzer,Scratch on radiator grille above emblem.,0.98
RWD,Serie,28-Feb-23,Scratch on inner left B-Pillar near lock striker.,1,TR4ST9,CPA,"B-pillar, left, inner",Kratzer,Front right B-pillar scratched near striker.,0.8
RWD,Serie,28-Feb-23,Scratch on right side of radio trim.,1,PACST4,CPA,Radio,Kratzer,Scratch on left side of radio trim.,0.91
RWD,Serie,10-Feb-23,Inside of left rear door scratched at lower door lock screws.,1,FINST3,CPA,"Rear-end door, left, inside",Kratzer,Bottom of inside left rear door scratched near lower door lock screws.,0.82
RWD,Serie,23-Jan-23,Scratch on lower inside right A-pillar trim.,1,TR3ST7,CPA,"Trim, A-pillar right",Kratzer,Lower inside right B-pillar trim scratched.,0.75
RWD,Serie,20-Jan-23,Scratches on front and rear right side rims.,1,SLAST1,CPA,"Disk wheel, steel, front, right",Kratzer,Rear right rim scratched.,0.83
RWD,Serie,20-Jan-23,Front left instrument cluster scratched on the right side near housing glass.,1,PACST3,CPA,Instrument cluster,Kratzer,Front left instrument cluster scratched near housing glass.,0.92
RWD,Serie,20-Jan-23,Scratch on right side partition wall.,1,TR3ST6,CPA,"Partition wall, cargo area",Kratzer,Front inside right partition wall scratched.,0.85
RWD,Serie,20-Jan-23,Scratch on left side of front cup holder.,1,PACST3,CPA,"Cup holder, front",Kratzer,Scratches on the left front cup holder.,0.89
RWD,Serie,9-Feb-23,Scratch on front left side mirror housing.,1,FDPA1,CPA,"Housing, outside mirror, left",Kratzer,Scratches on front left side mirror housing.,0.98
RWD,Serie,19-Jan-23,Right side of center instrument panel scratched below cup holder.,1,PACST4,CPA,Instrument panel,Kratzer,Right side of instrument panel damaged below cup holder.,0.79
RWD,Serie,19-Jan-23,Front inside right door frame scratched near grab handle.,1,FDPA3,CPA,"Front door, right, inside",Kratzer,Scratches on front right seat frame panel.,0.75
