MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,PNR,TYPE_AUDIT_DESC,PART_DESC,SFARTNR,TURN,Cluster,REMARKS_Column1_Similarity
RWD,Serie,22-May-23,Long scratch on bottom right side of partition wall by D-ring.,3,TR4ST7,93752715,CPA,"Partition wall, cargo area",10,,Front inside right partition wall scratched.,0.77
RWD,Serie,26-Apr-23,Inner fuel door scratched.,3,TR2ST1,93715175,CPA,Fuel filler flap,10,A,Inner fuel door scratched at the edge.,0.76
RWD,Serie,20-May-23,Scratch on right side sliding door below door handle.,3,SDPA,93764249,CPA,"Sliding door, right",10,B,Inside right sliding door scratched below door handle.,0.95
RWD,Serie,23-Sep-22,Deep scratches on rear right protective strip.,3,TR4ST6,93532646,CPA,"Protective strip, sidewall, right",10,,Deep scratch on front right door protective strip.,0.83
RWD,Serie,6-Oct-22,Scratch on lower right front door hinge.,3,TR2ST1,93546307,CPA,"Hinge, lower, front door, right",10,,Lower left front door hinge scratched.,0.89
RWD,Serie,9-Nov-22,Scratch on left side front bumper.,3,CHAST6,93586816,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,20-Oct-22,Left front fender scratched at bottom by front bumper.,3,CHAST6,93564177,CPA,"Fender, front, left",10,,Left side of rear bumper step scratched.,0.75
RWD,Serie,20-Oct-22,Scratch on inner left B-Pillar near door striker.,3,TR4ST7,93553154,CPA,"B-pillar, left",10,,Front right B-pillar scratched near striker.,0.8
RWD,Serie,21-Sep-22,Left side D-Pillar trim scratched at bottom.,3,TR4ST7,93515880,CPA,"Trim, D-pillar",10,,Rear right rim scratched.,0.75
RWD,Serie,21-Sep-22,Scratch on bottom inside rear left door panel.,3,TR4ST8,93515880,CPA,"Door trim, rear-end door, left, lower",10,,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,8-Nov-22,Front right fender protective strip scratched.,3,TR2ST3,93579621,CPA,"Protective strip, wheel arch, front, right",10,,Protective strip on front left door scratched.,0.84
RWD,Serie,7-Nov-22,Scratches on left side of instrument panel by storage tray lid.,3,PACST4,93565075,CPA,Instrument panel,10,,Scratches on right side of instrument panel by storage tray lid.,0.96
RWD,Serie,7-Nov-22,Scratches on left side of rear bumper.,3,TR4ST6,93581130,CPA,Bumper end piece,10,,Left side of rear bumper step scratched.,0.88
RWD,Serie,19-Oct-22,Front left instrument cluster scratched on the right side near housing glass.,3,PACST4,93559318,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.92
RWD,Serie,4-Nov-22,Left side front mirror cover scratched.,3,TR4ST9,93578680,CPA,"Cover, mirror triangle, left",10,,Front of left side mirror scratched.,0.78
RWD,Serie,4-Nov-22,Scratch on bottom right sliding door.,3,TR3ST2,93578680,CPA,"Sliding door, right",10,,Scratches on lower rear inside left door panel.,0.78
RWD,Serie,15-Oct-22,Scratch on lower right front door hinge.,3,TR4ST9,93557254,CPA,"Hinge, lower, front door, right",10,,Lower left front door hinge scratched.,0.89
RWD,Serie,27-Sep-22,Front left door window scratched.,3,FDPA2,93539112,CPA,"Side window, front door, left",10,,Scratch on the exterior front right door window.,0.8
RWD,Serie,27-Sep-22,Left side B-pillar scratched,3,SLAST3,93539112,CPA,"B-pillar, left",10,,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,28-Oct-22,Front left fender protective strip scratched.,3,TR2ST3,93536233,CPA,"Protective strip, wheel arch, front, left",10,,Protective strip on front left door scratched.,0.84
RWD,Serie,12-Oct-22,Scratches on right side of front bumper.,3,CHAST6,93548279,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,26-Sep-22,Scratch on right side of rear bumper.,3,TR4ST6,93515393,CPA,Bumper end piece,10,,Left side of rear bumper step scratched.,0.88
RWD,Serie,11-Oct-22,Bottom inside right B-pillar trim scratched in multiple areas.,3,TR4ST7,93548634,CPA,"Trim, B-pillar right",10,,Lower inside right B-pillar trim scratched.,0.8
RWD,Serie,24-Sep-22,Multiple scratches on bottom of rear inside right door.,3,FINST1,93534501,CPA,"Rear-end door, right, inside",10,,Scratches on lower rear inside left door panel.,0.75
RWD,Serie,10-Oct-22,Scratches on rear right taillight.,3,TR3ST4,93536761,CPA,Taillamp right,10,,Scratches on the rear left taillight.,0.85
RWD,Serie,12-Dec-22,Long scratch on lower left side of front bumper.,3,CHAST6,93621225,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.81
RWD,Serie,10-Dec-22,Front left tire rim scratched.,3,RWKST1,93619500,CPA,"Disk wheel, steel, front, left",10,,Rear right rim scratched.,0.84
RWD,Serie,15-Nov-22,Deep scratches on right side of radiator grill trim.,3,CHAST6,93598571,CPA,"Trim piece, radiator grille",10,,Scratch on left side of radiator grill.,0.89
RWD,Serie,3-Feb-23,Long scratch on rear right sidewall protective strip.,3,TR4ST6,93627537,CPA,"Protective strip, sidewall, right",10,A,Left sidewall protective strip scratched.,0.85
RWD,Serie,6-Dec-22,Scratches on right side of front bumper.,3,CHAST6,93600195,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,3-Feb-23,Front left inner door frame scratched.,3,FDPA3,93624187,CPA,Door frame,10,,Scratches on front right seat frame panel.,0.78
RWD,Serie,21-Feb-23,Scratch on bottom of right-side B-pillar trim.,3,TR4ST7,93647337,CPA,"Trim, B-pillar right",10,A,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,3-Feb-23,Bottom of rear inside left and right D-pillar trim scratched.,3,TR4ST7,93624187,CPA,"Trim, D-pillar",10,,Rear right rim scratched.,0.75
RWD,Serie,2-Feb-23,Scratches on outside left sidewall at C-pillar below sliding door guide rail.,3,TR2ST1,93612950,CPA,"C-pillar, left",10,C,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.85
RWD,Serie,7-Mar-23,Deep scratch on rear on bench seat.,3,OPTST1,93648269,CPA,Passenger bench seat,10,A,Scratches on rear on bench seat.,0.84
RWD,Serie,1-Dec-22,Scratch on bottom inside rear left door panel.,3,TR4ST8,93591030,CPA,"Door trim, rear-end door, left, lower",10,,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,31-Jan-23,Multiple scratches on radiator grille.,3,CHAST6,93635233,CPA,Radiator grille,10,,Scratch on left side of radiator grill.,0.87
RWD,Serie,30-Nov-22,Scratch on left side of front bumper.,3,CHAST6,93596914,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,3-Mar-23,Center storage tray lid scratched.,3,PACST4,93658185,CPA,Storage tray flap,10,A,Scratch on front left storage tray lid.,0.8
RWD,Serie,16-Feb-23,Bottom front left bumper scratched.,3,CHAST6,93633840,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.83
RWD,Serie,31-Jan-23,Scratch on lower inner left sidewall.,3,TR3ST6,93635423,CPA,"Sidewall, left, inner",10,,Scratches on inner rear left sidewall.,0.75
RWD,Serie,3-Mar-23,Bottom of rear inside right sliding door scratched.,3,TR3ST2,93651594,CPA,"Sliding door, right, inner",10,C,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,27-Jan-23,Multiple scratches on inner front left door.,3,TR4ST9,93617132,CPA,"Front door, left, inside",10,,Scratches on inner front right door.,0.78
RWD,Serie,14-Feb-23,Scratches on front right rim.,3,SLAST1,93645448,CPA,"Front wheel, right",10,B,Rear right rim scratched.,0.84
RWD,Serie,13-Feb-23,Front left inner door frame scratched.,3,FDPA3,93630630,CPA,Door frame,10,B,Scratches on front right seat frame panel.,0.78
RWD,Serie,11-Feb-23,Multiple scratches on radiator grille.,3,CHAST6,93637429,CPA,Radiator grille,10,,Scratch on left side of radiator grill.,0.87
RWD,Serie,19-Nov-22,Scratches on front right headlight.,3,CHAST6,93587251,CPA,Headlamp unit right,10,,Front left headlight scratched.,0.84
RWD,Serie,9-Feb-23,Multiple scratches on left side of rear bumper.,3,TR4ST6,93630598,CPA,"Plastic trim, rear bumper",10,A,Left side of rear bumper step scratched.,0.88
RWD,Serie,19-Jan-23,Deep scratch on bottom left B-pillar trim.,3,TR4ST7,93612448,CPA,"Trim, B-pillar left",10,,Multiple deep scratches on bottom inside right B-pillar trim.,0.86
RWD,Serie,24-Feb-23,Right front door frame scratched.,3,,93661502,CPA,Door frame,10,C,Scratches on front right seat frame panel.,0.81
RWD,Serie,24-Feb-23,Top of rear inside right door panel scratched.,3,TR1ST8,93651859,CPA,"Door trim, rear-end door, right, upper",10,A,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,24-Aug-22,Right side outer instrument panel cover scratched at bottom of cover.,3,TR3ST8,93492015,CPA,"Cover, outer, right, instrument panel",10,,Right side outer instrument panel cover scratched.,0.82
RWD,Serie,6-Sep-22,Front right side mirror cover scratched.,3,FDPA1,93506558,CPA,"Outside mirror, right",10,,Front of left side mirror scratched.,0.78
RWD,Serie,6-Sep-22,Multiple scratches at top rear of passenger seat box.,3,TR4ST8,93506558,CPA,"Seat base, front seat, right",10,,Scratches on top rear of passenger seat box.,0.88
RWD,Serie,6-Sep-22,Right side B-pillar scratched.,3,TR4ST9,93506442,CPA,"B-pillar, right",10,,Lower inside right B-pillar trim scratched.,0.78
RWD,Serie,2-Sep-22,Sliding door entrance step scratched.,3,TR2ST6,93504454,CPA,"Cover, entrance, sliding door, right",10,,Scratch on sliding door entrance step.,0.95
RWD,Serie,1-Sep-22,Scratch on left side corner of front bumper.,3,CHAST6,93488732,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,17-Aug-22,"Scratch on right side C- Pillar, inside.",3,FININSPE,93478626,CPA,"C-pillar, right, inner",10,,Right side C-pillar scratched.,0.83
RWD,Serie,17-Aug-22,Multiple scratches on sliding door guide rail.,3,TR2ST1,93478626,CPA,"Guide rail, center, sliding door, right",10,,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.75
RWD,Serie,9-Aug-22,Sliding door entrance step scratched.,3,TR2ST6,93481364,CPA,"Sliding door entrance, right",10,,Scratch on sliding door entrance step.,0.95
RWD,Serie,26-Aug-22,Bottom of rear right door panel scratched.,3,TR1ST8,93478154,CPA,"Door trim, rear-end door, right",10,,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,5-Oct-23,Scratch on the right outside mirror housing.,1,FDPA1,93910495,CPA,"Housing, outside mirror, right",10,B,Scratch on right outside mirror housing.,0.95
RWD,Serie,4-Oct-23,Multiple scratches on right side of front cup holder.,1,PACST3,93910099,CPA,"Cup holder, front",10,B,Scratches on the left front cup holder.,0.89
RWD,Serie,4-Oct-23,Front left door trim cover is scratched.,1,TR3ST3,93910099,CPA,"Cover, door trim, front door, left",10,B,Rear right rim scratched.,0.79
RWD,Serie,4-Oct-23,Bottom of inner right sliding door scratched.,1,TR3ST2,93878932,CPA,"Sliding door, right",10,C,Scratches on lower rear inside left door panel.,0.76
RWD,Serie,3-Oct-23,Bottom of inner rear left sidewall panel scratched.,1,OPTST1,93902021,CPA,"Panel, sidewall, left",10,C,Bottom of inner left sidewall panel scratched.,0.94
RWD,Serie,3-Oct-23,Instrument cluster has multiple scratches near housing glass.,1,PACST2,93902021,CPA,Instrument cluster,10,C,Front left instrument cluster scratched near housing glass.,0.91
RWD,Serie,28-Sep-23,Scratches on lower left door hinge.,1,TR4ST9,93908945,CPA,"Hinge, lower, front door, left",10,,Lower left front door hinge scratched.,0.93
RWD,Serie,21-Sep-23,Scratch on lower left door hinge.,1,TR4ST9,93884252,CPA,"Hinge, lower, front door, left",10,,Lower left front door hinge scratched.,0.93
RWD,Serie,21-Sep-23,Rear bumper scratched on right side.,1,TR4ST6,93891273,CPA,"Plastic trim, rear bumper",10,A,Left side of rear bumper step scratched.,0.88
RWD,Serie,22-Sep-23,Sliding door entrance step is scratched.,1,TR2ST6,93889525,CPA,"Sliding door entrance, right",10,C,Scratch on sliding door entrance step.,0.91
RWD,Serie,26-Sep-23,Top of front grill scratched.,1,CHAST6,93878593,CPA,Radiator grille,10,C,Scratch on left side of radiator grill.,0.82
RWD,Serie,26-Sep-23,Right side of front bumper scratched.,1,CHAST6,93899425,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.83
RWD,Serie,25-Sep-23,Scratch on rear inside left grab handle.,1,TR4ST7,93880573,CPA,"Grab handle, entrance, rear-end door, left",10,B,Scratches on front right seat frame panel.,0.75
RWD,Serie,23-Sep-23,Top of inside left B-pillar trim scratched.,1,TR4ST7,93886265,CPA,"Trim, B-pillar left",10,C,Lower inside right B-pillar trim scratched.,0.82
RWD,Serie,18-Sep-23,Sliding door entrance step is scratched.,1,TR2ST6,93881217,CPA,"Sliding door entrance, right",10,,Scratch on sliding door entrance step.,0.91
RWD,Serie,14-Sep-23,Scratch on inner front left door frame.,1,FDPA1,93886562,CPA,"Front door, left, inside",10,C,Scratches on front right seat frame panel.,0.78
RWD,Serie,14-Sep-23,Scratch on the right side partition wall.,1,TR3ST6,93890887,CPA,"Partition wall, cargo area",10,C,Front inside right partition wall scratched.,0.85
RWD,Serie,14-Sep-23,Left side of front bumper scratched.,1,CHAST6,93890887,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.83
RWD,Serie,13-Sep-23,Rear bumper is scratched.,1,TR4ST6,93877926,CPA,"Plastic trim, rear bumper",10,B,Left side of rear bumper step scratched.,0.87
RWD,Serie,13-Sep-23,Scratch on left side of rear bumper step.,1,TR4ST6,93881878,CPA,"Plastic trim, rear bumper",10,C,Left side of rear bumper step scratched.,0.95
RWD,Serie,12-Sep-23,Sliding door entrance step is scratched.,1,TR2ST6,93887420,CPA,"Sliding door entrance, right",10,,Scratch on sliding door entrance step.,0.91
RWD,Serie,29-Aug-23,Scratch on inside rear right door panel.,1,TR4ST8,93863256,CPA,"Door trim, rear-end door, right",10,C,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,29-Aug-23,Rear bumper is scratched.,1,TR4ST6,93863256,CPA,"Plastic trim, rear bumper",10,C,Left side of rear bumper step scratched.,0.87
RWD,Serie,28-Aug-23,Scratch on the center of the partition wall in the cargo area.,1,TR3ST6,93864700,CPA,"Partition wall, cargo area",10,C,Front inside right partition wall scratched.,0.75
RWD,Serie,28-Aug-23,Front right door grab handle scratched.,1,FDPA3,93872240,CPA,"Grab handle, front door, right",10,C,Scratches on front right seat frame panel.,0.75
RWD,Serie,28-Aug-23,Bottom of rear inside left door panel scratched.,1,FINST1,93872380,CPA,"Rear-end door, left, inside",10,,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,26-Aug-23,Minor scratch on bottom right side of rear bumper.,1,TR4ST6,93864544,CPA,"Plastic trim, rear bumper",10,A,Left side of rear bumper step scratched.,0.81
RWD,Serie,26-Aug-23,Right front door protective strip scratched.,1,FDPA1,93864544,CPA,"Protective strip, front door, right",10,A,Protective strip on front left door scratched.,0.87
RWD,Serie,18-Aug-23,Left side of front bumper scratched.,1,CHAST6,93851913,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.83
RWD,Serie,17-Aug-23,Air filter box is scratched on the left side.,1,SLAST3,93841732,CPA,Air filter,10,C,Scratch on air filter box.,0.86
RWD,Serie,16-Aug-23,Scratch on the right outside mirror housing.,1,FDPA1,93848703,CPA,"Housing, outside mirror, right",10,,Scratch on right outside mirror housing.,0.95
RWD,Serie,22-Aug-23,Sliding door entrance step is scratched.,1,TR2ST6,93852978,CPA,"Sliding door entrance, right",10,C,Scratch on sliding door entrance step.,0.91
RWD,Serie,22-Aug-23,Scratches on right sidewall at rear of sliding door guide rail.,1,TR3ST2,93850642,CPA,"Sidewall, right",10,C,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.76
RWD,Serie,21-Aug-23,Air filter box is scratched on the right side.,1,SLAST3,93850428,CPA,Air filter,10,B,Scratch on air filter box.,0.86
RWD,Serie,21-Aug-23,Sliding door entrance step is scratched.,1,TR2ST6,93850428,CPA,"Sliding door entrance, right",10,B,Scratch on sliding door entrance step.,0.91
RWD,Serie,18-Aug-23,Top of right side B-pillar trim is scratched.,1,TR4ST7,93850436,CPA,"Trim, B-pillar right",10,C,Lower inside right B-pillar trim scratched.,0.82
RWD,Serie,7-Aug-23,Bottom of rear inside left door panel scratched.,1,TR1ST8,93832772,CPA,"Door trim, rear-end door, left",10,C,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,4-Aug-23,Left rear door panel is scratched.,1,TR4ST7,93823896,CPA,"Door trim, rear-end door, left",10,C,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,4-Aug-23,Sliding door entrance step is scratched.,1,TR2ST6,93823896,CPA,"Sliding door entrance, right",10,C,Scratch on sliding door entrance step.,0.91
RWD,Serie,4-Aug-23,Right side rear bumper end piece is scratched.,1,TR4ST6,93828358,CPA,Bumper end piece,10,,Scratch on left rear bumper end piece.,0.89
RWD,Serie,8-Aug-23,Sliding door entrance step is scratched.,1,TR2ST6,93819985,CPA,"Sliding door entrance, right",10,B,Scratch on sliding door entrance step.,0.91
RWD,Serie,8-Aug-23,Front of right side mirror housing is scratched.,1,FDPA1,93819985,CPA,"Outside mirror, right",10,B,Scratches on front left side mirror housing.,0.87
RWD,Serie,31-Jul-23,Bottom rear right door panel scratched.,1,TR4ST8,93817054,CPA,"Door trim, rear-end door, right, lower",10,A,Scratches on lower rear inside left door panel.,0.8
RWD,Serie,3-Aug-23,Left side wireway cover scratched.,1,TR3ST1,93830875,CPA,Trunk/cargo area,10,,Rear right door wireway cover is damaged.,0.75
RWD,Serie,3-Aug-23,Scratch on the right outside mirror housing.,1,FDPA1,93833911,CPA,"Housing, outside mirror, right",10,,Scratch on right outside mirror housing.,0.95
RWD,Serie,2-Aug-23,Parking brake cover is scratched.,1,TR3ST3,93824357,CPA,"Cover, handle, parking brake lever",10,C,Parking brake cover scratched.,0.91
RWD,Serie,2-Aug-23,Front inside right door frame scratched.,1,FDPA3,93817492,CPA,"Front door, right, inside",10,C,Scratches on front right seat frame panel.,0.81
RWD,Serie,1-Aug-23,Sliding door entrance step scratched.,1,TR2ST6,93826808,CPA,"Cover, entrance, front, sliding door, right",10,,Scratch on sliding door entrance step.,0.95
RWD,Serie,1-Aug-23,Scratch on the right outside mirror housing.,1,FDPA1,93826808,CPA,"Housing, outside mirror, right",10,,Scratch on right outside mirror housing.,0.95
RWD,Serie,26-Jul-23,Scratch on the rear left rim.,1,SLAST1,93823367,CPA,"Rear wheel, left",10,B,Rear right rim scratched.,0.87
RWD,Serie,26-Jul-23,Left side B-pillar scratched near door striker.,1,TR4ST8,93820223,CPA,"B-pillar, left",10,,Front right B-pillar scratched near striker.,0.8
RWD,Serie,18-Jul-23,Rear left tire rim scratched.,1,SLAST1,93812949,CPA,"Tires, rear, left",10,B,Rear right rim scratched.,0.84
RWD,Serie,18-Jul-23,Rear right side wire way cover is scratched.,1,TR3ST1,93812949,CPA,Trunk/cargo area,10,B,Rear right door wireway cover is damaged.,0.75
RWD,Serie,18-Jul-23,Scratches on lower left door hinge.,1,TR4ST9,93812865,CPA,"Hinge, lower, front door, left",10,C,Lower left front door hinge scratched.,0.93
RWD,Serie,25-Jul-23,Instrument cluster scratched near housing glass.,1,PACST2,93815538,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,25-Jul-23,Front bumper scratched on the right side.,1,CHAST6,93815538,CPA,Front bumper,10,,Left side of rear bumper step scratched.,0.83
RWD,Serie,25-Jul-23,Scratch on top side of radio trim.,1,PACST4,93815538,CPA,Radio,10,,Scratch on left side of radio trim.,0.87
RWD,Serie,25-Jul-23,Right side of the interior sliding door is scratched near the handle.,1,SDPA,93815538,CPA,"Sliding door, right, inner",10,,inside of sliding door is scratched.,0.81
RWD,Serie,25-Jul-23,Scratches on rear wheel rear arch protective strip.,1,TR4ST6,93815538,CPA,"Protective strip, rear, wheel arch, rear, left",10,,Scratch on protective strip at front right wheel well arch.,0.79
RWD,Serie,24-Jul-23,Scratch on inner left B-Pillar trim near the bottom.,1,TR4ST7,93816163,CPA,"B-pillar, left, inner",10,,Rear right rim scratched.,0.76
RWD,Serie,24-Jul-23,Scratch on the right outside mirror housing.,1,FDPA1,93821403,CPA,"Housing, outside mirror, right",10,A,Scratch on right outside mirror housing.,0.95
RWD,Serie,24-Jul-23,Sliding door entrance step is scratched.,1,TR2ST6,93821403,CPA,"Sliding door entrance, right",10,A,Scratch on sliding door entrance step.,0.91
RWD,Serie,24-Jul-23,Rear right protective strip scratched.,1,TR4ST6,93821403,CPA,"Protective strip, rear, wheel arch, rear, right",10,A,Left sidewall protective strip scratched.,0.88
RWD,Serie,24-Jul-23,Scratch on right sidewall below sliding door guide rail.,1,TR3ST2,93829786,CPA,"Sidewall, right",10,,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.85
RWD,Serie,24-Jul-23,Scratch on lower inside right rear door.,1,FINST1,93829786,CPA,"Rear-end door, right, inside",10,,Scratches on lower rear inside left door panel.,0.82
RWD,Serie,13-Jul-23,Front right door step entrance is scratched.,1,TR4ST6,93810539,CPA,"Entrance, front door, right",10,,Front right door entrance step scratched.,0.91
RWD,Serie,12-Jul-23,Right side of the interior sliding door is scratched.,1,SDPA,93797678,CPA,"Sliding door, right, inner",10,C,inside of sliding door is scratched.,0.81
RWD,Serie,12-Jul-23,Instrument cluster scratched near housing glass.,1,PACST2,93801371,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,14-Jul-23,Left side B-pillar scratched below the door striker.,1,TR4ST9,93808475,CPA,"B-pillar, left",10,,Front right B-pillar scratched near striker.,0.75
RWD,Serie,14-Jul-23,Rear right door trim panel is scratched.,1,TR4ST7,93802882,CPA,"Door trim, rear-end door, right, lower",10,A,Scratches on lower rear inside left door panel.,0.79
RWD,Serie,14-Jul-23,Scratches on the right side of radio trim.,1,PACST4,93802882,CPA,Radio,10,A,Scratch on left side of radio trim.,0.91
RWD,Serie,14-Jul-23,Parking brake cover is scratched.,1,TR3ST3,93802882,CPA,"Cover, handle, parking brake lever",10,A,Parking brake cover scratched.,0.91
RWD,Serie,14-Jul-23,Scratches on the front right seat frame panel.,1,TR4ST8,93802882,CPA,"Seat frame, front seat, right",10,A,Scratches on front right seat frame panel.,0.94
RWD,Serie,14-Jul-23,Instrument cluster scratched near housing glass.,1,PACST2,93789832,CPA,Instrument cluster,10,,Front left instrument cluster scratched near housing glass.,0.94
RWD,Serie,14-Jul-23,Right front door protective strip scratched.,1,FDPA2,93789832,CPA,"Protective strip, front door, right",10,,Protective strip on front left door scratched.,0.87
RWD,Serie,27-Jun-23,Top rear left side of partition wall scratched.,1,TR4ST3,93803542,CPA,"Partition wall, cargo area",10,C,Front inside right partition wall scratched.,0.79
RWD,Serie,27-Jun-23,Rear inside right sidewall panel scratched.,1,TR3ST1,93803542,CPA,"Panel, sidewall, right",10,C,Scratches on lower rear inside left door panel.,0.76
RWD,Serie,12-Jul-23,Scratches on right side of rear bumper.,1,TR4ST6,93801371,CPA,Bumper end piece,10,,Left side of rear bumper step scratched.,0.88
RWD,Serie,11-Jul-23,Scratch on the sliding door entrance step.,1,TR2ST6,93805273,CPA,"Sliding door entrance, right",10,A,Scratch on sliding door entrance step.,0.94
RWD,Serie,28-Jun-23,Front bumper is scratched on right side near the headlight.,1,SLAST5,93809705,CPA,Front bumper,10,C,Left side of rear bumper step scratched.,0.78
RWD,Serie,27-Jun-23,Right side front seat trim is scratched on the left side.,1,TR4ST8,93811586,CPA,"Front seat, right",10,,Right side front seat trim is scratched on the right side.,0.93
RWD,Serie,24-Jun-23,Front left rim scratched.,1,SLAST1,93779437,CPA,"Front wheel, left",10,A,Rear right rim scratched.,0.84
RWD,Serie,24-Jun-23,Scratch on right sidewall below sliding door guide rail.,1,TR3ST2,93779437,CPA,"Sidewall, right",10,A,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.85
RWD,Serie,24-Jun-23,Scratch on right side of center kick panel.,1,TR3ST7,93779437,CPA,"Lower section, instrument panel",10,A,Instrument panel scratched on left side near the kick panel.,0.77
RWD,Serie,23-Jun-23,Scratch on front underside of engine hood.,1,FINST1,93786697,CPA,Engine hood,10,B,Underside of engine hood scratched on right side.,0.86
RWD,Serie,22-Jun-23,Sliding door entrance step scratched.,1,TR2ST6,93794238,CPA,"Cover, entrance, front, sliding door, right",10,,Scratch on sliding door entrance step.,0.95
RWD,Serie,22-Jun-23,Scratch on front left fender near bumper.,1,CHAST6,93794238,CPA,"Fender, front, left",10,,Left side of rear bumper step scratched.,0.78
RWD,Serie,23-Jun-23,Bottom of right front door frame scratched.,1,,93786697,CPA,Door frame,10,B,Scratches on front right seat frame panel.,0.81
RWD,Serie,23-Jun-23,Scratch on right side sliding door near the B-pillar.,1,TR3ST2,93783165,CPA,"Sliding door, right",10,A,Scratches on lower rear inside left door panel.,0.77
RWD,Serie,26-Jun-23,Left side B-pillar scratched below the door striker.,1,TR4ST8,93799765,CPA,"B-pillar, left",10,A,Front right B-pillar scratched near striker.,0.75
RWD,Serie,26-Jun-23,Bottom left corner of front cup holder scratched.,1,PACST3,93780211,CPA,"Cup holder, front",10,,Scratches on the left front cup holder.,0.78
RWD,Serie,24-Jun-23,Scratch on lower front right door hinge.,1,TR4ST9,93781557,CPA,"Hinge, lower, front door, right",10,B,Lower left front door hinge scratched.,0.89
RWD,Serie,14-Jun-23,Scratch on the sliding door entrance step.,1,TR2ST6,93776573,CPA,"Sliding door entrance, right",10,C,Scratch on sliding door entrance step.,0.94
RWD,Serie,21-Jun-23,Front bumper scratched on right side below headlight.,1,CHAST6,93783546,CPA,Front bumper,10,,Front left headlight scratched.,0.77
RWD,Serie,16-Jun-23,Scratch on lower left door hinge.,1,TR4ST9,93778892,CPA,"Hinge, lower, front door, left",10,A,Lower left front door hinge scratched.,0.93
RWD,Serie,15-Jun-23,Scratches on back side of sliding door.,1,TR2ST2,93785681,CPA,"Sliding door, right",10,,Scratches on the back side of sliding door.,0.94
RWD,Serie,11-Mar-23,Scratches on front side of left seat frame.,1,TR4ST8,93670768,CPA,"Seat frame, front seat, left",10,B,Scratches on front right seat frame panel.,0.81
RWD,Serie,10-Mar-23,Sliding door entrance step is scratched.,1,TR2ST6,93668903,CPA,"Sliding door entrance, right",10,,Scratch on sliding door entrance step.,0.91
RWD,Serie,10-Mar-23,Scratch on left side partition wall in cargo area.,1,TR3ST6,93668903,CPA,"Partition wall, cargo area",10,,Front inside right partition wall scratched.,0.77
RWD,Serie,14-Apr-23,Front of right side sliding door scratched.,1,TR3ST2,93705820,CPA,"Sliding door, right, inner",10,B,Scratches on lower rear inside left door panel.,0.78
RWD,Serie,3-Apr-23,Scratch on front left seat base.,1,TR4ST8,93699288,CPA,"Seat base, front seat, left",10,C,Top of front left seat base scratched.,0.87
RWD,Serie,3-Apr-23,Air filter box is scratched.,1,SLAST5,93699288,CPA,Air filter,10,C,Scratch on air filter box.,0.86
RWD,Serie,3-Apr-23,Scratches on right side of radiator grill trim.,1,CHAST6,93699288,CPA,Radiator grille,10,C,Scratch on left side of radiator grill.,0.89
RWD,Serie,9-Mar-23,Scratches on right sidewall near sliding door guide rail.,1,TR1ST2,93680098,CPA,"Sidewall, right",10,A,Right sidewall scratched at C-pillar just below middle sliding door guide rail.,0.76
RWD,Serie,13-Apr-23,E-brake cover handle is scratched at the top.,1,TR3ST3,93705739,CPA,"Cover, handle, parking brake lever",10,C,E-brake cover is scratched at the top.,0.93
RWD,Serie,3-Apr-23,Scratch on front left seat base.,1,TR2ST4,93647584,CPA,"Seat base, front seat, left",10,C,Top of front left seat base scratched.,0.87
RWD,Serie,22-Mar-23,Minor scratch on sliding door below protective strip.,1,SDPA,93672236,CPA,"Sliding door, right",10,C,Scratch on sliding door below protective strip.,0.9
